Serial_number:
1079977
Project ID:
slr
Location:
usgs level logger 6
LEVEL
UNIT: m
Offset: 0.000000 m
TEMPERATURE
UNIT: °C
CONDUCTIVITY
UNIT: µS/cm
Date,Time,ms,LEVEL,TEMPERATURE,CONDUCTIVITY
12/17/2020,03:31:59 am,0,0.8095,0.031,100.1
12/17/2020,04:01:59 am,0,0.8189,0.027,100.3
12/17/2020,04:31:59 am,0,0.8133,0.022,100.4
12/17/2020,05:01:59 am,0,0.7810,0.026,100.4
12/17/2020,05:31:59 am,0,0.7795,0.027,100.4
12/17/2020,06:01:59 am,0,0.8105,0.032,100.4
12/17/2020,06:31:59 am,0,0.8193,0.034,100.4
12/17/2020,07:01:59 am,0,0.8147,0.038,100.4
12/17/2020,07:31:59 am,0,0.8325,0.034,100.5
12/17/2020,08:01:59 am,0,0.8852,0.035,100.5
12/17/2020,08:31:59 am,0,0.9033,0.041,100.6
12/17/2020,09:01:59 am,0,0.8873,0.032,100.6
12/17/2020,09:31:59 am,0,0.8779,0.026,100.8
12/17/2020,10:01:59 am,0,0.8885,0.020,100.8
12/17/2020,10:31:59 am,0,0.8745,0.012,100.8
12/17/2020,11:01:59 am,0,0.8589,0.012,100.9
12/17/2020,11:31:59 am,0,0.8542,0.026,101.4
12/17/2020,12:01:59 pm,0,0.8264,0.019,101.4
12/17/2020,12:31:59 pm,0,0.7975,0.022,101.5
12/17/2020,01:01:59 pm,0,0.7688,0.009,101.5
12/17/2020,01:31:59 pm,0,0.7524,0.019,101.6
12/17/2020,02:01:59 pm,0,0.7446,0.029,101.6
12/17/2020,02:31:59 pm,0,0.7520,0.061,101.7
12/17/2020,03:01:59 pm,0,0.7879,0.097,102.1
12/17/2020,03:31:59 pm,0,0.8155,0.077,103.0
12/17/2020,04:01:59 pm,0,0.8265,0.081,103.0
12/17/2020,04:31:59 pm,0,0.8495,0.078,103.4
12/17/2020,05:01:59 pm,0,0.8602,0.086,103.3
12/17/2020,05:31:59 pm,0,0.8985,0.080,103.4
12/17/2020,06:01:59 pm,0,0.8910,0.078,103.3
12/17/2020,06:31:59 pm,0,0.8822,0.082,103.3
12/17/2020,07:01:59 pm,0,0.8611,0.084,103.3
12/17/2020,07:31:59 pm,0,0.8476,0.080,103.0
12/17/2020,08:01:59 pm,0,0.8360,0.100,103.1
12/17/2020,08:31:59 pm,0,0.8189,0.074,102.9
12/17/2020,09:01:59 pm,0,0.7876,0.087,102.8
12/17/2020,09:31:59 pm,0,0.7655,0.078,103.0
12/17/2020,10:01:59 pm,0,0.7865,0.077,103.1
12/17/2020,10:31:59 pm,0,0.7942,0.055,103.3
12/17/2020,11:01:59 pm,0,0.7819,0.055,103.2
12/17/2020,11:31:59 pm,0,0.7913,0.057,103.2
12/18/2020,12:01:59 am,0,0.8129,0.072,103.3
12/18/2020,12:31:59 am,0,0.8064,0.064,103.4
12/18/2020,01:01:59 am,0,0.7996,0.065,103.4
12/18/2020,01:31:59 am,0,0.8079,0.058,103.4
12/18/2020,02:01:59 am,0,0.8341,0.058,103.5
12/18/2020,02:31:59 am,0,0.8456,0.056,103.7
12/18/2020,03:01:59 am,0,0.8213,0.054,103.7
12/18/2020,03:31:59 am,0,0.8105,0.058,103.7
12/18/2020,04:01:59 am,0,0.7928,0.059,103.6
12/18/2020,04:31:59 am,0,0.7843,0.056,103.5
12/18/2020,05:01:59 am,0,0.7950,0.070,103.8
12/18/2020,05:31:59 am,0,0.8070,0.041,103.8
12/18/2020,06:01:59 am,0,0.8001,0.023,104.1
12/18/2020,06:31:59 am,0,0.8157,0.030,104.2
12/18/2020,07:01:59 am,0,0.8583,0.031,104.2
12/18/2020,07:31:59 am,0,0.8811,0.038,104.3
12/18/2020,08:01:59 am,0,0.8674,0.032,104.3
12/18/2020,08:31:59 am,0,0.8618,0.043,104.4
12/18/2020,09:01:59 am,0,0.8988,0.023,104.4
12/18/2020,09:31:59 am,0,0.8785,0.040,104.5
12/18/2020,10:01:59 am,0,0.8484,0.017,104.4
12/18/2020,10:31:59 am,0,0.8345,0.014,104.3
12/18/2020,11:01:59 am,0,0.8417,0.016,104.3
12/18/2020,11:31:59 am,0,0.8299,0.024,104.4
12/18/2020,12:01:59 pm,0,0.8486,0.026,104.4
12/18/2020,12:31:59 pm,0,0.8364,0.002,104.7
12/18/2020,01:01:59 pm,0,0.8176,0.008,104.9
12/18/2020,01:31:59 pm,0,0.8008,0.026,105.3
12/18/2020,02:01:59 pm,0,0.8259,0.026,105.3
12/18/2020,02:31:59 pm,0,0.8364,0.026,105.2
12/18/2020,03:01:59 pm,0,0.8377,0.031,105.2
12/18/2020,03:31:59 pm,0,0.8458,0.046,105.2
12/18/2020,04:01:59 pm,0,0.8415,0.060,105.3
12/18/2020,04:31:59 pm,0,0.8446,0.039,105.2
12/18/2020,05:01:59 pm,0,0.8548,0.034,105.4
12/18/2020,05:31:59 pm,0,0.8400,0.050,105.4
12/18/2020,06:01:59 pm,0,0.8360,0.037,105.7
12/18/2020,06:31:59 pm,0,0.8267,0.041,105.7
12/18/2020,07:01:59 pm,0,0.8567,0.030,105.6
12/18/2020,07:31:59 pm,0,0.8665,0.043,105.7
12/18/2020,08:01:59 pm,0,0.8416,0.025,105.6
12/18/2020,08:31:59 pm,0,0.8195,0.025,105.5
12/18/2020,09:01:59 pm,0,0.8089,0.035,105.5
12/18/2020,09:31:59 pm,0,0.7887,0.033,105.7
12/18/2020,10:01:59 pm,0,0.7685,0.026,105.7
12/18/2020,10:31:59 pm,0,0.7568,0.033,105.8
12/18/2020,11:01:59 pm,0,0.7640,0.031,105.8
12/18/2020,11:31:59 pm,0,0.7645,0.019,105.8
12/19/2020,12:01:59 am,0,0.7619,0.025,105.9
12/19/2020,12:31:59 am,0,0.7391,0.035,107.1
12/19/2020,01:01:59 am,0,0.7141,0.028,107.0
12/19/2020,01:31:59 am,0,0.7190,0.024,107.4
12/19/2020,02:01:59 am,0,0.7557,0.035,107.4
12/19/2020,02:31:59 am,0,0.7759,0.006,107.6
12/19/2020,03:01:59 am,0,0.7937,0.014,107.5
12/19/2020,03:31:59 am,0,0.8067,0.011,107.3
12/19/2020,04:01:59 am,0,0.8241,0.010,107.4
12/19/2020,04:31:59 am,0,0.8294,0.007,107.6
12/19/2020,05:01:59 am,0,0.8116,0.006,107.7
12/19/2020,05:31:59 am,0,0.8167,-0.004,107.6
12/19/2020,06:01:59 am,0,0.8329,-0.006,107.5
12/19/2020,06:31:59 am,0,0.8137,-0.001,107.5
12/19/2020,07:01:59 am,0,0.7992,-0.020,107.4
12/19/2020,07:31:59 am,0,0.7931,-0.004,107.4
12/19/2020,08:01:59 am,0,0.7814,-0.007,107.4
12/19/2020,08:31:59 am,0,0.7718,-0.001,107.4
12/19/2020,09:01:59 am,0,0.7849,0.009,107.6
12/19/2020,09:31:59 am,0,0.8023,0.001,107.5
12/19/2020,10:01:59 am,0,0.7955,-0.010,107.5
12/19/2020,10:31:59 am,0,0.8107,-0.015,107.5
12/19/2020,11:01:59 am,0,0.8461,-0.009,107.6
12/19/2020,11:31:59 am,0,0.8635,-0.007,107.6
12/19/2020,12:01:59 pm,0,0.8386,-0.009,107.7
12/19/2020,12:31:59 pm,0,0.8131,-0.011,107.7
12/19/2020,01:01:59 pm,0,0.8353,0.006,107.8
12/19/2020,01:31:59 pm,0,0.8543,-0.000,107.9
12/19/2020,02:01:59 pm,0,0.8167,-0.003,107.9
12/19/2020,02:31:59 pm,0,0.7860,0.003,107.9
12/19/2020,03:01:59 pm,0,0.7948,0.027,108.1
12/19/2020,03:31:59 pm,0,0.7621,0.021,108.2
12/19/2020,04:01:59 pm,0,0.7296,0.046,108.4
12/19/2020,04:31:59 pm,0,0.7167,0.036,108.4
12/19/2020,05:01:59 pm,0,0.7335,0.036,108.4
12/19/2020,05:31:59 pm,0,0.7853,0.049,108.5
12/19/2020,06:01:59 pm,0,0.7555,0.055,108.5
12/19/2020,06:31:59 pm,0,0.7788,0.051,108.2
12/19/2020,07:01:59 pm,0,0.8348,0.074,108.4
12/19/2020,07:31:59 pm,0,0.8580,0.050,108.4
12/19/2020,08:01:59 pm,0,0.8384,0.052,108.5
12/19/2020,08:31:59 pm,0,0.8483,0.042,108.4
12/19/2020,09:01:59 pm,0,0.8567,0.035,108.2
12/19/2020,09:31:59 pm,0,0.8384,0.041,108.4
12/19/2020,10:01:59 pm,0,0.8101,0.038,108.3
12/19/2020,10:31:59 pm,0,0.7946,0.035,108.3
12/19/2020,11:01:59 pm,0,0.7888,0.039,108.3
12/19/2020,11:31:59 pm,0,0.7746,0.043,108.4
12/20/2020,12:01:59 am,0,0.7362,0.048,108.6
12/20/2020,12:31:59 am,0,0.7015,0.041,109.5
12/20/2020,01:01:59 am,0,0.7179,0.027,109.1
12/20/2020,01:31:59 am,0,0.7374,0.050,109.9
12/20/2020,02:01:59 am,0,0.7360,0.039,110.4
12/20/2020,02:31:59 am,0,0.7099,0.030,111.9
12/20/2020,03:01:59 am,0,0.7436,0.025,111.4
12/20/2020,03:31:59 am,0,0.7631,0.050,111.6
12/20/2020,04:01:59 am,0,0.7763,0.042,111.5
12/20/2020,04:31:59 am,0,0.7810,0.039,111.4
12/20/2020,05:01:59 am,0,0.8135,0.047,111.5
12/20/2020,05:31:59 am,0,0.8331,0.052,111.5
12/20/2020,06:01:59 am,0,0.8081,0.027,111.5
12/20/2020,06:31:59 am,0,0.7600,0.023,108.9
12/20/2020,07:01:59 am,0,0.7369,0.024,109.1
12/20/2020,07:31:59 am,0,0.7154,0.016,109.2
12/20/2020,08:01:59 am,0,0.7087,0.003,109.5
12/20/2020,08:31:59 am,0,0.7164,0.003,110.2
12/20/2020,09:01:59 am,0,0.7241,0.001,110.3
12/20/2020,09:31:59 am,0,0.7308,-0.008,110.4
12/20/2020,10:01:59 am,0,0.7207,-0.001,110.4
12/20/2020,10:31:59 am,0,0.7133,-0.009,110.3
12/20/2020,11:01:59 am,0,0.7482,-0.009,109.7
12/20/2020,11:31:59 am,0,0.7898,0.003,109.9
12/20/2020,12:01:59 pm,0,0.8092,-0.002,109.9
12/20/2020,12:31:59 pm,0,0.8001,0.008,110.8
12/20/2020,01:01:59 pm,0,0.8055,0.021,110.6
12/20/2020,01:31:59 pm,0,0.7968,0.030,111.3
12/20/2020,02:01:59 pm,0,0.7841,0.035,111.3
12/20/2020,02:31:59 pm,0,0.7532,0.042,111.4
12/20/2020,03:01:59 pm,0,0.7487,0.048,109.4
12/20/2020,03:31:59 pm,0,0.7431,0.074,109.7
12/20/2020,04:01:59 pm,0,0.7084,0.083,109.8
12/20/2020,04:31:59 pm,0,0.6878,0.076,109.6
12/20/2020,05:01:59 pm,0,0.6612,0.075,109.6
12/20/2020,05:31:59 pm,0,0.6529,0.088,109.7
12/20/2020,06:01:59 pm,0,0.6746,0.080,109.7
12/20/2020,06:31:59 pm,0,0.6984,0.079,109.6
12/20/2020,07:01:59 pm,0,0.7257,0.074,109.5
12/20/2020,07:31:59 pm,0,0.7677,0.072,109.6
12/20/2020,08:01:59 pm,0,0.8090,0.058,109.6
12/20/2020,08:31:59 pm,0,0.8483,0.054,109.6
12/20/2020,09:01:59 pm,0,0.8553,0.047,109.4
12/20/2020,09:31:59 pm,0,0.8612,0.019,109.4
12/20/2020,10:01:59 pm,0,0.8477,0.031,109.3
12/20/2020,10:31:59 pm,0,0.8146,0.025,109.2
12/20/2020,11:01:59 pm,0,0.7991,0.033,109.3
12/20/2020,11:31:59 pm,0,0.7950,0.034,109.3
12/21/2020,12:01:59 am,0,0.7666,0.035,109.4
12/21/2020,12:31:59 am,0,0.7464,0.015,109.3
12/21/2020,01:01:59 am,0,0.7706,0.030,109.4
12/21/2020,01:31:59 am,0,0.7874,0.013,109.2
12/21/2020,02:01:59 am,0,0.7571,0.006,109.1
12/21/2020,02:31:59 am,0,0.7604,0.007,109.1
12/21/2020,03:01:59 am,0,0.8133,0.014,109.2
12/21/2020,03:31:59 am,0,0.8526,0.017,109.2
12/21/2020,04:01:59 am,0,0.8464,0.002,109.2
12/21/2020,04:31:59 am,0,0.8837,0.015,109.3
12/21/2020,05:01:59 am,0,0.9361,-0.003,109.2
12/21/2020,05:31:59 am,0,0.9439,-0.004,109.1
12/21/2020,06:01:59 am,0,0.9072,-0.004,109.2
12/21/2020,06:31:59 am,0,0.8982,0.004,109.3
12/21/2020,07:01:59 am,0,0.8854,-0.012,109.2
12/21/2020,07:31:59 am,0,0.8701,-0.012,109.2
12/21/2020,08:01:59 am,0,0.8512,-0.002,109.4
12/21/2020,08:31:59 am,0,0.8619,-0.007,109.3
12/21/2020,09:01:59 am,0,0.8843,-0.015,109.3
12/21/2020,09:31:59 am,0,0.8820,-0.005,109.2
12/21/2020,10:01:59 am,0,0.8631,-0.029,109.1
12/21/2020,10:31:59 am,0,0.8795,-0.028,109.0
12/21/2020,11:01:59 am,0,0.9321,-0.028,109.0
12/21/2020,11:31:59 am,0,0.9651,-0.025,109.1
12/21/2020,12:01:59 pm,0,0.9779,-0.027,109.0
12/21/2020,12:31:59 pm,0,0.9972,-0.026,109.0
12/21/2020,01:01:59 pm,0,1.0310,-0.015,109.0
12/21/2020,01:31:59 pm,0,1.0200,-0.036,108.9
12/21/2020,02:01:59 pm,0,0.9858,-0.046,108.7
12/21/2020,02:31:59 pm,0,0.9677,-0.020,108.9
12/21/2020,03:01:59 pm,0,0.9540,-0.035,108.8
12/21/2020,03:31:59 pm,0,0.9140,-0.027,108.9
12/21/2020,04:01:59 pm,0,0.8628,-0.037,108.7
12/21/2020,04:31:59 pm,0,0.8237,-0.043,108.8
12/21/2020,05:01:59 pm,0,0.8031,-0.036,108.9
12/21/2020,05:31:59 pm,0,0.7762,-0.026,109.0
12/21/2020,06:01:59 pm,0,0.7496,-0.045,108.9
12/21/2020,06:31:59 pm,0,0.7393,-0.044,108.9
12/21/2020,07:01:59 pm,0,0.7601,-0.044,108.9
12/21/2020,07:31:59 pm,0,0.7815,-0.043,109.0
12/21/2020,08:01:59 pm,0,0.7984,-0.027,109.2
12/21/2020,08:31:59 pm,0,0.8309,-0.025,109.2
12/21/2020,09:01:59 pm,0,0.8688,-0.036,109.0
12/21/2020,09:31:59 pm,0,0.8528,-0.035,109.1
12/21/2020,10:01:59 pm,0,0.7988,-0.044,109.1
12/21/2020,10:31:59 pm,0,0.7973,-0.048,109.1
12/21/2020,11:01:59 pm,0,0.7966,-0.047,109.3
12/21/2020,11:31:59 pm,0,0.7492,-0.041,109.3
12/22/2020,12:01:59 am,0,0.7320,-0.023,109.6
12/22/2020,12:31:59 am,0,0.7496,-0.035,109.2
12/22/2020,01:01:59 am,0,0.7227,-0.054,109.1
12/22/2020,01:31:59 am,0,0.7153,-0.048,109.1
12/22/2020,02:01:59 am,0,0.7170,-0.054,109.1
12/22/2020,02:31:59 am,0,0.7417,-0.048,109.1
12/22/2020,03:01:59 am,0,0.7547,-0.048,109.1
12/22/2020,03:31:59 am,0,0.7737,-0.048,109.1
12/22/2020,04:01:59 am,0,0.7896,-0.047,109.1
12/22/2020,04:31:59 am,0,0.8162,-0.057,109.0
12/22/2020,05:01:59 am,0,0.8229,-0.063,109.0
12/22/2020,05:31:59 am,0,0.8057,-0.063,109.0
12/22/2020,06:01:59 am,0,0.7695,-0.061,109.0
12/22/2020,06:31:59 am,0,0.7499,-0.052,109.1
12/22/2020,07:01:59 am,0,0.7616,-0.046,109.2
12/22/2020,07:31:59 am,0,0.7502,-0.065,109.0
12/22/2020,08:01:59 am,0,0.7124,-0.064,109.0
12/22/2020,08:31:59 am,0,0.7345,-0.044,109.1
12/22/2020,09:01:59 am,0,0.7594,-0.072,108.7
12/22/2020,09:31:59 am,0,0.7246,-0.067,108.8
12/22/2020,10:01:59 am,0,0.7441,-0.067,108.9
12/22/2020,10:31:59 am,0,0.7872,-0.068,109.0
12/22/2020,11:01:59 am,0,0.8185,-0.064,109.0
12/22/2020,11:31:59 am,0,0.8387,-0.075,109.0
12/22/2020,12:01:59 pm,0,0.8822,-0.080,108.9
12/22/2020,12:31:59 pm,0,0.8902,-0.070,108.9
12/22/2020,01:01:59 pm,0,0.8558,-0.078,108.8
12/22/2020,01:31:59 pm,0,0.8449,-0.077,108.7
12/22/2020,02:01:59 pm,0,0.8570,-0.080,108.7
12/22/2020,02:31:59 pm,0,0.8338,-0.081,108.7
12/22/2020,03:01:59 pm,0,0.7988,-0.055,108.9
12/22/2020,03:31:59 pm,0,0.7646,-0.071,108.7
12/22/2020,04:01:59 pm,0,0.7614,-0.065,108.7
12/22/2020,04:31:59 pm,0,0.7502,-0.052,108.8
12/22/2020,05:01:59 pm,0,0.7780,-0.059,108.9
12/22/2020,05:31:59 pm,0,0.7932,-0.066,108.8
12/22/2020,06:01:59 pm,0,0.8307,-0.077,108.7
12/22/2020,06:31:59 pm,0,0.8626,-0.074,108.7
12/22/2020,07:01:59 pm,0,0.9093,-0.072,108.8
12/22/2020,07:31:59 pm,0,0.9509,-0.071,108.8
12/22/2020,08:01:59 pm,0,0.9547,-0.074,108.8
12/22/2020,08:31:59 pm,0,0.9651,-0.085,108.7
12/22/2020,09:01:59 pm,0,0.9803,-0.081,108.5
12/22/2020,09:31:59 pm,0,0.9606,-0.090,108.6
12/22/2020,10:01:59 pm,0,0.9384,-0.090,108.6
12/22/2020,10:31:59 pm,0,0.9195,-0.090,108.5
12/22/2020,11:01:59 pm,0,0.8954,-0.090,108.5
12/22/2020,11:31:59 pm,0,0.8870,-0.088,108.6
12/23/2020,12:01:59 am,0,0.9064,-0.080,108.7
12/23/2020,12:31:59 am,0,0.9297,-0.084,108.7
12/23/2020,01:01:59 am,0,0.8894,-0.099,108.5
12/23/2020,01:31:59 am,0,0.8496,-0.100,108.5
12/23/2020,02:01:59 am,0,0.8883,-0.082,108.7
12/23/2020,02:31:59 am,0,0.9205,-0.086,108.7
12/23/2020,03:01:59 am,0,0.8974,-0.106,108.5
12/23/2020,03:31:59 am,0,0.9015,-0.099,108.5
12/23/2020,04:01:59 am,0,0.9536,-0.098,108.6
12/23/2020,04:31:59 am,0,0.9577,-0.099,108.6
12/23/2020,05:01:59 am,0,0.9001,-0.103,108.6
12/23/2020,05:31:59 am,0,0.8828,-0.101,108.6
12/23/2020,06:01:59 am,0,0.9161,-0.105,108.5
12/23/2020,06:31:59 am,0,0.9247,-0.092,108.6
12/23/2020,07:01:59 am,0,0.8825,-0.105,108.5
12/23/2020,07:31:59 am,0,0.8742,-0.105,108.5
12/23/2020,08:01:59 am,0,0.8753,-0.091,108.7
12/23/2020,08:31:59 am,0,0.8517,-0.105,108.6
12/23/2020,09:01:59 am,0,0.8022,-0.103,108.6
12/23/2020,09:31:59 am,0,0.8088,-0.104,108.6
12/23/2020,10:01:59 am,0,0.8461,-0.091,108.8
12/23/2020,10:31:59 am,0,0.8296,-0.098,108.6
12/23/2020,11:01:59 am,0,0.8162,-0.103,108.6
12/23/2020,11:31:59 am,0,0.8504,-0.097,108.6
12/23/2020,12:01:59 pm,0,0.8983,-0.089,108.7
12/23/2020,12:31:59 pm,0,0.8966,-0.092,108.7
12/23/2020,01:01:59 pm,0,0.8802,-0.095,108.7
12/23/2020,01:31:59 pm,0,0.9039,-0.096,108.6
12/23/2020,02:01:59 pm,0,0.9252,-0.086,108.7
12/23/2020,02:31:59 pm,0,0.9102,-0.086,108.7
12/23/2020,03:01:59 pm,0,0.8680,-0.092,108.7
12/23/2020,03:31:59 pm,0,0.8530,-0.076,108.8
12/23/2020,04:01:59 pm,0,0.8460,-0.077,108.8
12/23/2020,04:31:59 pm,0,0.8136,-0.082,108.8
12/23/2020,05:01:59 pm,0,0.7833,-0.084,108.7
12/23/2020,05:31:59 pm,0,0.8460,-0.087,108.7
12/23/2020,06:01:59 pm,0,0.8536,-0.090,108.6
12/23/2020,06:31:59 pm,0,0.8276,-0.093,108.5
12/23/2020,07:01:59 pm,0,0.8306,-0.093,108.5
12/23/2020,07:31:59 pm,0,0.8705,-0.089,108.5
12/23/2020,08:01:59 pm,0,0.8688,-0.089,108.6
12/23/2020,08:31:59 pm,0,0.8727,-0.094,108.5
12/23/2020,09:01:59 pm,0,0.8988,-0.097,108.3
12/23/2020,09:31:59 pm,0,0.9648,-0.091,108.6
12/23/2020,10:01:59 pm,0,0.9740,-0.106,108.3
12/23/2020,10:31:59 pm,0,0.8831,-0.112,108.2
12/23/2020,11:01:59 pm,0,0.8336,-0.104,108.3
12/23/2020,11:31:59 pm,0,0.8383,-0.103,108.4
12/24/2020,12:01:59 am,0,0.8116,-0.101,108.4
12/24/2020,12:31:59 am,0,0.7679,-0.110,108.3
12/24/2020,01:01:59 am,0,0.7571,-0.109,108.4
12/24/2020,01:31:59 am,0,0.7513,-0.100,108.4
12/24/2020,02:01:59 am,0,0.7473,-0.099,108.2
12/24/2020,02:31:59 am,0,0.7304,-0.105,108.0
12/24/2020,03:01:59 am,0,0.7743,-0.107,108.1
12/24/2020,03:31:59 am,0,0.8059,-0.101,107.9
12/24/2020,04:01:59 am,0,0.7729,-0.100,107.9
12/24/2020,04:31:59 am,0,0.7566,-0.106,108.1
12/24/2020,05:01:59 am,0,0.7801,-0.098,108.3
12/24/2020,05:31:59 am,0,0.7622,-0.104,108.2
12/24/2020,06:01:59 am,0,0.7249,-0.107,108.2
12/24/2020,06:31:59 am,0,0.7080,-0.104,108.2
12/24/2020,07:01:59 am,0,0.6798,-0.108,108.0
12/24/2020,07:31:59 am,0,0.6591,-0.108,107.9
12/24/2020,08:01:59 am,0,0.6306,-0.109,107.9
12/24/2020,08:31:59 am,0,0.6383,-0.112,107.9
12/24/2020,09:01:59 am,0,0.6834,-0.114,107.8
12/24/2020,09:31:59 am,0,0.7036,-0.110,107.5
12/24/2020,10:01:59 am,0,0.7233,-0.108,107.3
12/24/2020,10:31:59 am,0,0.7142,-0.099,107.4
12/24/2020,11:01:59 am,0,0.7442,-0.113,107.5
12/24/2020,11:31:59 am,0,0.7748,-0.114,107.3
12/24/2020,12:01:59 pm,0,0.7700,-0.113,107.4
12/24/2020,12:31:59 pm,0,0.7417,-0.114,107.3
12/24/2020,01:01:59 pm,0,0.7624,-0.097,107.5
12/24/2020,01:31:59 pm,0,0.7611,-0.111,107.3
12/24/2020,02:01:59 pm,0,0.7458,-0.111,107.2
12/24/2020,02:31:59 pm,0,0.7262,-0.105,107.3
12/24/2020,03:01:59 pm,0,0.7038,-0.097,107.3
12/24/2020,03:31:59 pm,0,0.7202,-0.096,107.4
12/24/2020,04:01:59 pm,0,0.6949,-0.098,107.4
12/24/2020,04:31:59 pm,0,0.6922,-0.094,107.5
12/24/2020,05:01:59 pm,0,0.7343,-0.092,107.4
12/24/2020,05:31:59 pm,0,0.7951,-0.091,107.4
12/24/2020,06:01:59 pm,0,0.8041,-0.091,107.3
12/24/2020,06:31:59 pm,0,0.7965,-0.092,107.3
12/24/2020,07:01:59 pm,0,0.7849,-0.091,107.3
12/24/2020,07:31:59 pm,0,0.8002,-0.100,107.2
12/24/2020,08:01:59 pm,0,0.7899,-0.097,107.3
12/24/2020,08:31:59 pm,0,0.7659,-0.095,107.3
12/24/2020,09:01:59 pm,0,0.7872,-0.089,107.1
12/24/2020,09:31:59 pm,0,0.7907,-0.106,107.1
12/24/2020,10:01:59 pm,0,0.7422,-0.111,107.0
12/24/2020,10:31:59 pm,0,0.7166,-0.106,107.0
12/24/2020,11:01:59 pm,0,0.7224,-0.091,107.2
12/24/2020,11:31:59 pm,0,0.7485,-0.105,107.2
12/25/2020,12:01:59 am,0,0.7650,-0.101,107.2
12/25/2020,12:31:59 am,0,0.8018,-0.108,107.1
12/25/2020,01:01:59 am,0,0.8307,-0.102,107.2
12/25/2020,01:31:59 am,0,0.8364,-0.105,107.1
12/25/2020,02:01:59 am,0,0.7946,-0.110,107.1
12/25/2020,02:31:59 am,0,0.7955,-0.112,107.1
12/25/2020,03:01:59 am,0,0.8201,-0.102,107.2
12/25/2020,03:31:59 am,0,0.8034,-0.117,107.1
12/25/2020,04:01:59 am,0,0.7540,-0.105,107.2
12/25/2020,04:31:59 am,0,0.7439,-0.111,107.2
12/25/2020,05:01:59 am,0,0.7636,-0.113,107.2
12/25/2020,05:31:59 am,0,0.7458,-0.118,107.0
12/25/2020,06:01:59 am,0,0.7497,-0.117,107.0
12/25/2020,06:31:59 am,0,0.7529,-0.112,107.0
12/25/2020,07:01:59 am,0,0.7756,-0.106,107.1
12/25/2020,07:31:59 am,0,0.7833,-0.117,107.1
12/25/2020,08:01:59 am,0,0.7474,-0.118,107.1
12/25/2020,08:31:59 am,0,0.7094,-0.118,107.0
12/25/2020,09:01:59 am,0,0.7444,-0.114,107.0
12/25/2020,09:31:59 am,0,0.7708,-0.105,107.1
12/25/2020,10:01:59 am,0,0.7242,-0.127,106.9
12/25/2020,10:31:59 am,0,0.7374,-0.117,106.8
12/25/2020,11:01:59 am,0,0.7542,-0.118,106.8
12/25/2020,11:31:59 am,0,0.7501,-0.117,106.8
12/25/2020,12:01:59 pm,0,0.7181,-0.120,106.7
12/25/2020,12:31:59 pm,0,0.7180,-0.110,106.9
12/25/2020,01:01:59 pm,0,0.7499,-0.113,106.9
12/25/2020,01:31:59 pm,0,0.7233,-0.116,106.9
12/25/2020,02:01:59 pm,0,0.6907,-0.127,106.7
12/25/2020,02:31:59 pm,0,0.7112,-0.118,106.6
12/25/2020,03:01:59 pm,0,0.7903,-0.113,106.6
12/25/2020,03:31:59 pm,0,0.7892,-0.115,106.5
12/25/2020,04:01:59 pm,0,0.7477,-0.114,106.6
12/25/2020,04:31:59 pm,0,0.7613,-0.115,106.6
12/25/2020,05:01:59 pm,0,0.7105,-0.113,106.6
12/25/2020,05:31:59 pm,0,0.6864,-0.115,106.6
12/25/2020,06:01:59 pm,0,0.6958,-0.102,106.5
12/25/2020,06:31:59 pm,0,0.7156,-0.108,106.4
12/25/2020,07:01:59 pm,0,0.7360,-0.101,106.6
12/25/2020,07:31:59 pm,0,0.7065,-0.116,106.3
12/25/2020,08:01:59 pm,0,0.7117,-0.118,105.6
12/25/2020,08:31:59 pm,0,0.7250,-0.104,105.7
12/25/2020,09:01:59 pm,0,0.6892,-0.111,105.7
12/25/2020,09:31:59 pm,0,0.6866,-0.116,105.9
12/25/2020,10:01:59 pm,0,0.7439,-0.112,106.2
12/25/2020,10:31:59 pm,0,0.7427,-0.127,105.9
12/25/2020,11:01:59 pm,0,0.7207,-0.125,105.7
12/25/2020,11:31:59 pm,0,0.7592,-0.122,105.6
12/26/2020,12:01:59 am,0,0.7806,-0.121,105.9
12/26/2020,12:31:59 am,0,0.7519,-0.128,106.0
12/26/2020,01:01:59 am,0,0.7178,-0.124,106.0
12/26/2020,01:31:59 am,0,0.7367,-0.125,106.0
12/26/2020,02:01:59 am,0,0.7747,-0.120,106.2
12/26/2020,02:31:59 am,0,0.7387,-0.125,106.2
12/26/2020,03:01:59 am,0,0.7445,-0.128,106.1
12/26/2020,03:31:59 am,0,0.7781,-0.127,106.0
12/26/2020,04:01:59 am,0,0.7449,-0.125,105.8
12/26/2020,04:31:59 am,0,0.7231,-0.123,105.4
12/26/2020,05:01:59 am,0,0.7266,-0.118,105.4
12/26/2020,05:31:59 am,0,0.7161,-0.118,105.6
12/26/2020,06:01:59 am,0,0.7298,-0.111,105.6
12/26/2020,06:31:59 am,0,0.7627,-0.127,105.3
12/26/2020,07:01:59 am,0,0.7886,-0.126,105.3
12/26/2020,07:31:59 am,0,0.7742,-0.125,105.3
12/26/2020,08:01:59 am,0,0.7715,-0.126,105.3
12/26/2020,08:31:59 am,0,0.7675,-0.122,105.3
12/26/2020,09:01:59 am,0,0.7518,-0.121,105.0
12/26/2020,09:31:59 am,0,0.7367,-0.112,105.0
12/26/2020,10:01:59 am,0,0.7661,-0.116,105.1
